>contig_1
1	1918	-	2	1.140492	I:642,	D:289,
5433120	5433656	-	3	1.174024	I:	D:
5433822	5434601	+	3	1.146903	I:	D:
5434692	5435150	+	3	1.174749	I:	D:
5435381	5435992	+	2	1.214367	I:	D:
5436030	5436584	-	3	1.218766	I:	D:
5436718	5438190	-	1	1.159056	I:	D:
5438201	5438611	-	2	1.204778	I:	D:
5438715	5439803	-	3	1.106348	I:	D:
5439944	5440840	+	2	1.138004	I:	D:
5440894	5442090	-	1	1.161314	I:	D:
5442167	5443867	+	2	1.170070	I:	D:
5443887	5444762	-	3	1.166438	I:	D:
5444911	5446782	+	1	1.160988	I:	D:
5447054	5449279	+	2	1.166169	I:	D:
5449453	5451151	+	1	1.128446	I:5450508,	D:
5451205	5452002	+	1	1.145283	I:	D:
5452472	5454049	+	2	1.211350	I:5452519,	D:5453059,
5454153	5456555	+	3	1.215107	I:	D:
5456566	5456997	-	1	1.164318	I:	D:
5457105	5457392	-	3	1.209387	I:	D:
5457509	5459125	-	2	1.141693	I:	D:
5459273	5460184	-	2	1.212173	I:	D:
5460634	5461490	-	1	1.228183	I:	D:5461054,
5461597	5462379	+	1	1.172891	I:	D:
5462586	5463604	+	3	1.195047	I:5462732,5462761,	D:
5463644	5464117	-	2	1.195026	I:	D:
5464336	5464977	+	1	1.216069	I:	D:
5464994	5466922	-	2	1.164473	I:	D:
5467251	5469290	+	3	1.175332	I:	D:
5469297	5471548	-	3	1.189904	I:	D:5470931,
5471665	5472411	+	1	1.155487	I:	D:
5472753	5473697	+	3	1.331842	I:	D:
5473826	5474449	-	2	1.220438	I:	D:
5474615	5474698	+	2	1.206571	I:	D:
5474790	5475481	+	3	1.215337	I:	D:5475457,
5475573	5476205	+	3	1.207627	I:	D:
5476217	5476543	+	2	1.215975	I:	D:
5476592	5478896	-	2	1.195164	I:	D:5477053,5477269,
5479021	5479650	-	1	1.160334	I:	D:
5479879	5480556	-	1	1.146851	I:	D:
5480565	5481605	-	3	1.166392	I:	D:
5481792	5484167	+	3	1.252766	I:	D:
5484185	5485732	+	2	1.167201	I:	D:
5485751	5486542	+	2	1.138669	I:	D:
5486616	5487799	-	3	1.160624	I:	D:5487774,
5487865	5489307	+	1	1.138824	I:	D:
5489348	5490577	-	2	1.125232	I:	D:
5490727	5493000	+	1	1.151371	I:	D:
5493083	5493521	-	2	1.181892	I:5493095,	D:
5493540	5493929	-	3	1.207864	I:	D:
5493947	5495083	-	2	1.152639	I:	D:
5495140	5499512	-	1	1.144790	I:5496148,	D:5496842,5497378,
5499513	5500424	-	3	1.199530	I:	D:
5500695	5501462	+	3	1.119258	I:	D:
5501540	5503063	+	2	1.158005	I:	D:
5503179	5504667	-	3	1.182744	I:5504600,	D:
5504730	5506825	-	3	1.172708	I:	D:5505972,
5506833	5507747	-	3	1.164499	I:	D:
5507896	5508859	+	1	1.167807	I:5508773,	D:
5509032	5510102	+	3	1.216834	I:	D:
5510474	5511427	-	2	1.169460	I:	D:
5511447	5512430	-	3	1.131301	I:	D:
5512480	5514000	-	1	1.137398	I:	D:
5514018	5515585	-	3	1.143162	I:	D:5515191,
5515781	5516971	+	2	1.145244	I:	D:
5517001	5518910	+	1	1.132539	I:	D:5518109,
5519006	5519899	-	2	1.141534	I:	D:
5520036	5522886	+	3	1.146116	I:	D:5520862,5522054,
5522941	5523837	+	1	1.156155	I:	D:
5523896	5524378	-	2	1.091346	I:	D:
5524383	5525759	-	3	1.151631	I:	D:
5525760	5527156	-	3	1.167240	I:5526443,5526486,	D:
5527497	5528522	+	3	1.121890	I:	D:
5528584	5529075	-	1	1.277526	I:	D:
5529159	5530115	-	3	1.108543	I:	D:
5530119	5532071	-	3	1.144809	I:	D:
5532169	5532816	+	1	1.132944	I:	D:
5532933	5534455	-	3	1.164072	I:	D:5534242,
5534645	5534801	+	2	1.293472	I:5534767,	D:
5534947	5536338	+	1	1.140790	I:	D:
5536481	5537380	-	2	1.217172	I:	D:
5537625	5538608	+	3	1.171731	I:	D:
5538711	5539601	-	3	1.118794	I:	D:
5539728	5541485	+	3	1.141702	I:	D:
5541566	5542969	-	2	1.129308	I:	D:
5543311	5544432	-	1	1.141056	I:	D:
5544446	5545423	-	2	1.139855	I:	D:
5545480	5547180	-	1	1.125961	I:	D:
5547324	5548214	+	3	1.128173	I:	D:
5548257	5549021	-	3	1.176823	I:	D:
5549033	5550609	-	2	1.139353	I:	D:5549471,
5550632	5551612	-	2	1.169478	I:	D:
5551636	5553754	-	1	1.217560	I:5552596,	D:
5553841	5554746	+	1	1.172301	I:	D:
5554762	5555616	-	1	1.156259	I:	D:
5555620	5557951	-	1	1.182524	I:5557262,5557330,	D:5556758,
5558102	5558749	-	2	1.177343	I:	D:
5558758	5559985	-	1	1.189342	I:5559936,	D:
5560381	5561565	+	1	1.145997	I:	D:
5561567	5563525	+	2	1.132001	I:	D:
5563531	5564961	+	1	1.145009	I:	D:
5565344	5566222	+	2	1.183445	I:	D:
5566223	5566534	-	2	1.169972	I:	D:
5566550	5567023	-	2	1.186592	I:	D:
5567026	5568345	-	1	1.181692	I:	D:
5568400	5568480	+	1	1.330347	I:	D:
5568539	5569441	+	2	1.131474	I:	D:
5569489	5571912	-	1	1.181630	I:	D:
5572020	5573506	-	3	1.172819	I:	D:5573008,
5573602	5574234	-	1	1.122483	I:	D:
5574313	5575449	-	1	1.129126	I:	D:
5575458	5581217	-	3	1.147683	I:	D:
5581456	5582247	+	1	1.124969	I:	D:
5582272	5583832	+	1	1.121274	I:5582914,	D:
5584051	5584179	-	1	1.250200	I:	D:
5584837	5585796	-	1	1.231140	I:	D:
5586025	5586960	+	1	1.175060	I:	D:
5587003	5590576	-	1	1.120469	I:5587735,5587755,	D:5589540,
5590729	5591877	-	1	1.143357	I:	D:
5592041	5592769	-	2	1.130376	I:	D:
5592805	5593563	-	1	1.182197	I:	D:
5593622	5597663	-	2	1.148252	I:	D:5594875,5596037,
5597673	5599474	-	3	1.178581	I:	D:5598166,
5599501	5600478	-	1	1.152375	I:	D:
5600500	5602044	-	1	1.130724	I:	D:
5602056	5604305	-	3	1.167188	I:	D:
5604592	5605143	+	1	1.132319	I:	D:
5605375	5606946	+	1	1.162202	I:	D:
5607010	5608913	+	1	1.146193	I:	D:5607996,
5609063	5609978	+	2	1.172630	I:5609932,	D:
5610040	5611035	+	1	1.201002	I:	D:
5611407	5611925	-	3	1.214376	I:	D:
5612036	5612824	-	2	1.179045	I:	D:
5612924	5613850	+	2	1.108736	I:	D:
5613863	5614681	-	2	1.168268	I:	D:
5614833	5616506	+	3	1.140080	I:	D:
5616643	5616840	+	1	1.359949	I:	D:
5617272	5617805	+	3	1.178895	I:	D:
5618038	5618220	+	1	1.153606	I:	D:
5618350	5618607	-	1	1.256362	I:	D:
5618611	5619426	-	1	1.201209	I:	D:
5619493	5619614	-	1	1.296294	I:	D:5619547,
5619616	5622516	-	1	1.180857	I:5620539,5620708,	D:5620625,5620755,
5622674	5625048	+	2	1.141145	I:	D:5623992,
5625159	5626988	-	3	1.149750	I:	D:
5627082	5628386	-	3	1.196118	I:	D:
5628558	5632035	+	3	1.141273	I:5629667,	D:5629302,5629639,5630853,
5632130	5633184	+	2	1.143509	I:	D:5633088,
5633209	5634129	+	1	1.180913	I:	D:
5634238	5634810	-	1	1.158400	I:	D:
5634909	5637046	-	3	1.135151	I:	D:5635461,
5637151	5637390	-	1	1.259517	I:	D:
5637427	5638452	-	1	1.228273	I:	D:
5638535	5639704	-	2	1.125445	I:	D:
5639785	5640249	+	1	1.165976	I:	D:
5640332	5641675	-	2	1.133274	I:	D:
5641951	5643055	+	1	1.155022	I:5642000,	D:
5643462	5643833	+	3	1.190373	I:	D:
5644253	5648216	+	2	1.176329	I:5647051,	D:
5648303	5649190	+	2	1.164507	I:	D:
5649219	5650025	-	3	1.201087	I:	D:
5650137	5651645	+	3	1.151102	I:	D:
5651688	5653222	-	3	1.208559	I:	D:5652804,
5653257	5654472	-	3	1.220444	I:5653559,	D:
5654660	5655741	+	2	1.137049	I:	D:5655405,
5655748	5658167	-	1	1.137513	I:5656916,5656930,	D:
5658185	5660272	-	2	1.190323	I:	D:
5660380	5661354	+	1	1.162017	I:	D:
5661599	5663044	+	2	1.160048	I:	D:
5663133	5663516	-	3	1.209724	I:	D:
5663580	5665243	+	3	1.172848	I:	D:5664379,
5665401	5666264	+	3	1.130811	I:	D:
5666394	5667371	-	3	1.177995	I:	D:
5667756	5668334	+	3	1.149277	I:	D:
5668480	5669520	-	1	1.194819	I:	D:
5669566	5670321	-	1	1.222814	I:	D:
5670449	5671782	-	2	1.199600	I:	D:5671214,
5671793	5672725	-	2	1.173182	I:	D:
5672849	5673250	+	2	1.141264	I:	D:
5673359	5673799	+	2	1.207042	I:	D:
5673836	5674710	-	2	1.223112	I:	D:5674439,
5675805	5676524	+	3	1.289224	I:	D:
5676644	5676856	+	2	1.207524	I:	D:
5676899	5680209	+	2	1.233540	I:5677718,5677978,5679606,	D:5679637,
5680213	5681063	+	1	1.274691	I:5680369,	D:5680290,5681000,
5681071	5681481	+	1	1.287607	I:5681338,5681372,5681400,	D:
5681690	5681788	-	2	1.289533	I:	D:
5681930	5683236	+	2	1.229817	I:	D:5682706,
5683310	5683762	+	2	1.212224	I:	D:
5683960	5686048	+	1	1.235820	I:5684011,	D:
5686473	5688174	+	3	1.257448	I:5686598,5687054,	D:5687345,
5688419	5688976	+	2	1.256716	I:	D:
5689303	5689515	+	1	1.300575	I:	D:
5689537	5689929	+	1	1.230536	I:	D:
5690140	5690877	+	1	1.242382	I:	D:
5690975	5691253	+	2	1.217823	I:	D:
5691371	5692450	+	2	1.347037	I:	D:
5692500	5693669	-	3	1.304111	I:	D:
5694145	5695196	+	1	1.261915	I:	D:5694977,
5695276	5695629	+	1	1.207850	I:	D:
5695777	5697134	+	1	1.203702	I:5696616,5696648,	D:
5697398	5698315	+	2	1.211485	I:	D:
5698435	5699061	+	1	1.242109	I:	D:
5699155	5699478	+	1	1.328054	I:	D:
5699578	5699967	+	1	1.271131	I:	D:
5700004	5701147	+	1	1.239612	I:5700031,5700378,	D:5700481,
5701212	5702690	+	3	1.258010	I:5702366,	D:5702318,
5702790	5703089	+	3	1.238471	I:	D:
5703205	5705487	+	1	1.237008	I:	D:
5705601	5706470	+	3	1.222357	I:	D:
5706609	5707866	+	3	1.248291	I:5706629,5706651,5707210,5707254,	D:
5707881	5708606	+	3	1.197092	I:	D:
5708627	5712651	+	2	1.211720	I:5709169,5709188,5709711,	D:5711895,
5712750	5713739	+	3	1.227775	I:5713349,	D:5713093,
5713752	5715750	+	3	1.222015	I:5714780,5714828,	D:5714124,
5715755	5720461	+	2	1.233100	I:5717162,	D:5717583,
5720475	5721260	+	3	1.228549	I:	D:
5721442	5722545	+	1	1.271749	I:5721934,5722073,5722137,	D:
5722563	5723489	+	3	1.248597	I:	D:
5723499	5725264	+	3	1.198623	I:	D:5724883,
5725280	5726800	+	2	1.246782	I:	D:
5726812	5727177	-	1	1.279154	I:	D:
5727262	5727894	-	1	1.246002	I:	D:
5727907	5728533	-	1	1.206493	I:	D:
5728597	5728677	-	1	1.223258	I:	D:
5728957	5730598	+	1	1.263437	I:5730057,5730319,5730593,	D:5730031,5730251,
5731004	5732993	+	2	1.357211	I:5731115,5731143,	D:5732958,
5733019	5733834	+	1	1.336546	I:5733229,5733814,	D:5733264,5733662,
5733894	5734046	+	3	1.236755	I:	D:
5734139	5735576	+	2	1.320455	I:5735180,5735533,	D:5735215,
5735895	5736875	+	3	1.373606	I:5736155,5736214,5736512,5736545,5736574,5736842,	D:
5737447	5738221	+	1	1.374363	I:5738200,	D:
5738832	5738912	-	3	1.351221	I:	D:
5739411	5739545	-	3	1.313358	I:	D:
5741510	5741719	+	2	1.376695	I:	D:
5742382	5742698	+	1	1.394111	I:5742386,5742693,	D:
5742849	5744801	-	3	1.248978	I:	D:
5745998	5746453	-	2	1.394923	I:	D:
5746976	5747645	+	2	1.363221	I:5747641,	D:
5747814	5748026	+	3	1.218408	I:	D:
5748069	5750869	+	3	1.208026	I:5748871,5749182,5750222,	D:5750094,
5750884	5751444	+	1	1.194358	I:	D:
5751448	5752686	+	1	1.261995	I:5751598,5752186,5752602,	D:5751544,5752318,5752565,
5753116	5754431	+	1	1.247092	I:	D:5753898,
5754505	5754945	+	1	1.252405	I:	D:
5755229	5757259	+	2	1.237301	I:	D:
5757983	5758531	-	2	1.314278	I:5758312,	D:5758270,
5759003	5759239	+	2	1.302153	I:	D:
5759438	5759626	+	2	1.295496	I:	D:
5759694	5760092	-	3	1.335829	I:	D:
5760207	5763096	+	3	1.232091	I:5760217,	D:
5763202	5763600	+	1	1.289012	I:	D:
5764081	5764248	+	1	1.306118	I:	D:
5764613	5764798	+	2	1.319852	I:	D:
5764820	5765212	+	2	1.243410	I:	D:
5765426	5766163	+	2	1.301217	I:	D:
5766260	5766538	+	2	1.261295	I:	D:
5766827	5767651	+	2	1.223242	I:	D:
5767913	5768320	-	2	1.314402	I:	D:
5768392	5768742	+	1	1.222219	I:	D:
5768755	5769060	+	1	1.204879	I:	D:
5769071	5770759	+	2	1.201975	I:	D:
5770778	5772105	+	2	1.213606	I:5771746,5771773,5771799,	D:5771117,
5772247	5772697	+	1	1.208051	I:5772443,	D:
5773008	5773913	+	3	1.227585	I:	D:
5774059	5774886	+	1	1.270286	I:	D:
5774993	5775974	+	2	1.272658	I:	D:5775661,5775751,
5776210	5776617	+	1	1.288271	I:	D:
5776634	5776894	+	2	1.239003	I:	D:
5776925	5777618	+	2	1.216583	I:5776955,	D:
5777683	5778792	+	1	1.244203	I:	D:
5778843	5779163	+	3	1.269378	I:	D:
5779253	5779558	+	2	1.305491	I:	D:
5779695	5781974	+	3	1.224311	I:	D:
5782277	5783439	+	2	1.216894	I:	D:5782797,
5783454	5784179	+	3	1.183404	I:	D:
5784203	5788245	+	2	1.199287	I:5785299,	D:5784755,5787491,
5788344	5789333	+	3	1.213449	I:5788954,	D:5788693,
5789346	5791362	+	3	1.209549	I:5790386,5790434,	D:5789718,
5791382	5796058	+	2	1.228428	I:5792730,	D:5793189,
5796072	5796836	+	3	1.230383	I:	D:
5797021	5797515	+	1	1.334449	I:	D:
5797645	5799067	+	1	1.263917	I:5797677,5797715,5798111,5798131,	D:
5799077	5800854	+	2	1.249396	I:	D:5800464,
5800870	5802390	+	1	1.257224	I:	D:
5802403	5802768	-	1	1.319302	I:	D:
5802853	5803485	-	1	1.238795	I:	D:
5803498	5804130	-	1	1.186082	I:	D:
5804500	5805442	+	1	1.343426	I:5805396,	D:
5805844	5806981	+	1	1.265446	I:5806959,	D:
5807128	5807691	+	1	1.341056	I:	D:
5808772	5809155	-	1	1.230457	I:	D:
5809277	5810590	+	2	1.219225	I:	D:
5810592	5811180	-	3	1.331012	I:5810625,	D:
5811326	5812187	-	2	1.273098	I:5811883,	D:
5812404	5812676	+	3	1.277480	I:	D:
5812686	5813584	+	3	1.235398	I:	D:5813413,
5813598	5814683	-	3	1.425029	I:5813689,	D:5814551,
5814849	5814975	+	3	1.349648	I:5814909,	D:
5815894	5816991	+	1	1.248396	I:	D:
5817042	5818871	+	3	1.235948	I:	D:
5818908	5819519	+	3	1.155123	I:	D:
5819554	5820300	+	1	1.215726	I:	D:
5820303	5820632	+	3	1.200382	I:	D:
5820716	5821315	+	2	1.176949	I:	D:
5821317	5821619	+	3	1.119527	I:	D:
5821639	5822142	+	1	1.163845	I:	D:
5822163	5823729	+	3	1.211579	I:5823039,5823668,	D:5823268,
5823740	5825237	+	2	1.159295	I:5824894,	D:
5825275	5829845	+	1	1.186891	I:5825287,5826217,	D:5827391,5827630,5828764,
5829957	5833988	+	3	1.180794	I:5832329,5832508,5832545,	D:5830382,5832142,5832419,
5833990	5836445	+	1	1.188291	I:	D:5834959,
5836446	5837786	+	3	1.181668	I:	D:
5837793	5838243	-	3	1.279403	I:5838024,	D:5837877,5838027,5838184,
5838297	5847162	-	3	1.194307	I:	D:5839353,5839466,5840654,5841659,5842366,5844409,5845323,5846430,
5847201	5849408	-	3	1.168204	I:5847981,	D:5848971,
5849436	5850905	-	3	1.211367	I:	D:
5851011	5851924	+	3	1.198924	I:	D:5851909,
5852586	5853344	+	3	1.257579	I:5852704,	D:5852672,
5853365	5854132	+	2	1.240640	I:	D:
5854143	5854923	-	3	1.237790	I:5854149,	D:
5854926	5855714	-	3	1.291169	I:	D:
5855789	5856754	-	2	1.281109	I:	D:
5856823	5857311	-	1	1.306827	I:	D:
5857351	5858571	-	1	1.297144	I:	D:
5858585	5860600	-	2	1.273321	I:	D:
5860604	5862208	-	2	1.296487	I:	D:
5862239	5862442	-	2	1.318169	I:	D:
5862568	5863875	-	1	1.280393	I:	D:
5864108	5864373	-	2	1.331265	I:5864147,5864316,	D:
5864385	5864483	+	3	1.364920	I:	D:
5864639	5864753	+	2	1.299776	I:5864666,	D:
5864869	5865861	-	1	1.293984	I:	D:
5866223	5866460	+	2	1.330294	I:5866456,	D:
5866502	5867886	-	2	1.299281	I:	D:5866517,
5868192	5868935	+	3	1.399684	I:5868407,	D:5868459,
5868978	5870800	-	3	1.354309	I:	D:5870329,
5870858	5871008	+	2	1.328344	I:5870984,	D:
5872080	5873393	+	3	1.219225	I:	D:
5873704	5873997	+	1	1.378824	I:5873961,	D:5873710,
5874035	5874145	-	2	1.225642	I:	D:
5874288	5875808	+	3	1.348287	I:5875789,	D:5875475,
5876003	5876314	+	2	1.338101	I:	D:
5876425	5877090	+	1	1.334724	I:	D:
5877711	5878517	+	3	1.280839	I:5878178,	D:5878146,
5878725	5879918	+	3	1.258092	I:	D:
5880911	5881571	+	2	1.297041	I:5881545,	D:
5881628	5881996	-	2	1.274388	I:	D:
5882428	5882652	+	1	1.368734	I:	D:
5882740	5883735	+	1	1.384969	I:	D:
5883880	5885979	+	1	1.354649	I:5884041,	D:5885623,
5886058	5887122	+	1	1.371972	I:	D:
5887499	5888443	+	2	1.389966	I:	D:
5888465	5888888	+	2	1.357096	I:5888869,	D:
5888981	5890492	+	2	1.272691	I:	D:
5890495	5891277	+	1	1.234174	I:	D:
5891356	5892267	+	1	1.265928	I:	D:
5892287	5894118	+	2	1.277415	I:	D:5893326,
5894130	5894321	+	3	1.272104	I:	D:
5894499	5895881	+	3	1.329804	I:	D:
5895908	5896079	+	2	1.323266	I:5896047,	D:
5896145	5896216	+	2	1.290671	I:	D:
5896320	5896607	+	3	1.354043	I:	D:
5896774	5896962	+	1	1.335611	I:	D:
5897017	5898003	+	1	1.362246	I:	D:
5899250	5899795	+	2	1.383952	I:	D:
5900355	5900996	+	3	1.385787	I:	D:
5901116	5902477	+	2	1.306557	I:	D:
5903110	5903818	+	1	1.370682	I:5903136,	D:
5905809	5907690	-	3	1.257389	I:5905854,	D:
5908330	5909340	+	1	1.193041	I:	D:
5909402	5910193	-	2	1.151047	I:	D:
5910209	5910745	-	2	1.203818	I:	D:
5910902	5911371	+	2	1.230156	I:	D:5911317,
5911457	5913118	-	2	1.141387	I:	D:
5913132	5914103	-	3	1.176118	I:	D:
5914161	5916302	+	3	1.200143	I:5915163,	D:5915222,
5916315	5916548	+	3	1.217082	I:	D:
5916756	5917313	+	3	1.148745	I:	D:
5917328	5917732	+	2	1.247786	I:	D:
5917814	5919739	+	2	1.152236	I:	D:
5919849	5920979	+	3	1.194544	I:	D:
5921356	5921745	-	1	1.249575	I:	D:
5922032	5924785	-	2	1.172580	I:	D:
5924896	5925502	+	1	1.222292	I:5925448,	D:
5925710	5926189	+	2	1.263016	I:	D:
5926283	5926840	+	2	1.161498	I:	D:
5926881	5928053	-	3	1.177144	I:	D:
5928076	5928957	-	1	1.163683	I:	D:
5929136	5929489	+	2	1.291189	I:	D:
5929504	5929866	+	1	1.175794	I:	D:
5929936	5930361	-	1	1.192786	I:	D:
5930567	5931823	+	2	1.183582	I:	D:
5932077	5932983	+	3	1.256691	I:5932902,	D:
5933195	5934451	+	2	1.310291	I:	D:
5934710	5936239	+	2	1.163948	I:	D:
5936258	5937116	-	2	1.142467	I:5936277,	D:
5937120	5937443	-	3	1.174043	I:	D:
5937583	5938338	-	1	1.162111	I:	D:
5938501	5939193	-	1	1.152332	I:	D:
5939203	5941989	-	1	1.134665	I:	D:
5942041	5942649	-	1	1.141289	I:	D:
5942680	5944839	-	1	1.135757	I:	D:
5944862	5946842	-	2	1.161272	I:	D:5946662,5946751,
5947485	5949853	+	3	1.162710	I:	D:5947752,
5949917	5951848	-	2	1.172177	I:5950929,	D:5950247,
5951918	5954931	+	2	1.178429	I:	D:5954292,
5955450	5955881	-	3	1.227434	I:	D:
5955883	5957364	-	1	1.143508	I:	D:
5957379	5958269	-	3	1.118429	I:	D:
5958284	5960289	-	2	1.143868	I:	D:5959286,
5960292	5961161	-	3	1.132665	I:	D:
5961213	5962154	-	3	1.114408	I:	D:
5962240	5963799	-	1	1.178513	I:	D:
5963948	5965216	-	2	1.148620	I:	D:
5965390	5966181	+	1	1.152865	I:	D:
5966317	5967657	+	1	1.148282	I:	D:
5967700	5969046	+	1	1.161508	I:	D:
5969389	5969743	+	1	1.317069	I:5969575,	D:
5969830	5970168	-	1	1.268818	I:5969902,	D:5969864,
5970519	5970956	-	3	1.239419	I:	D:
5971211	5972664	+	2	1.165396	I:	D:5971405,
5972679	5973557	-	3	1.151571	I:	D:
5973717	5974844	+	3	1.188443	I:	D:
5974858	5975766	+	1	1.165693	I:	D:
5975885	5976862	+	2	1.145942	I:	D:
5977066	5979486	+	1	1.228770	I:	D:
5980003	5981268	+	1	1.150536	I:	D:
5981417	5982199	+	2	1.148718	I:	D:
5982216	5982986	+	3	1.168644	I:	D:
5983050	5985272	-	3	1.136994	I:	D:
5985407	5985521	-	2	1.305015	I:5985440,	D:
5985767	5987984	+	2	1.183391	I:5987480,	D:
5988055	5989071	+	1	1.159723	I:	D:
5989314	5990072	+	3	1.154700	I:	D:
5990132	5990650	-	2	1.193463	I:	D:
5990654	5990725	+	2	1.210288	I:	D:
5990969	5991238	+	2	1.287871	I:	D:
5991329	5993485	+	2	1.153691	I:	D:
5993730	5994422	+	3	1.146272	I:	D:
5994437	5995654	+	2	1.122113	I:	D:
5995746	5998202	+	3	1.348051	I:	D:
5998239	5999363	-	3	1.219912	I:5998245,5998969,	D:5998883,5999137,
5999417	6000413	-	2	1.260036	I:6000078,	D:
6000551	6003242	-	2	1.266681	I:6002203,6002254,6002867,	D:6001310,6001880,
6003898	6005420	-	1	1.264341	I:	D:6004903,
6005457	6006092	-	3	1.148230	I:	D:
6006093	6006872	-	3	1.210239	I:	D:
6006880	6007980	-	1	1.178333	I:	D:
6007983	6008728	-	3	1.204704	I:	D:6008163,
6008814	6009247	-	3	1.200250	I:	D:6008889,
6009251	6009475	-	2	1.173781	I:	D:
6009513	6009761	-	3	1.246093	I:	D:
6010102	6010185	+	1	1.329112	I:	D:
6011322	6011517	+	3	1.211263	I:6011350,	D:
6011610	6012033	-	3	1.337182	I:6011997,	D:
6012037	6012201	-	1	1.154417	I:	D:
6012297	6012847	+	3	1.266912	I:	D:6012660,
6012849	6013865	+	3	1.237766	I:	D:6013254,6013439,6013844,
6013886	6017779	+	2	1.272424	I:6016471,6016485,6017775,	D:6014442,6015158,6015528,6017138,6017497,6017700,
6018223	6018450	-	1	1.348889	I:	D:
6018721	6022939	+	1	1.187044	I:6019167,6021811,	D:6020425,
6022945	6023187	+	1	1.298552	I:	D:
6023310	6023912	+	3	1.167108	I:	D:
6023939	6024907	+	2	1.159477	I:	D:
6024917	6025270	+	2	1.153691	I:	D:
6025333	6025928	+	1	1.193518	I:6025807,6025877,	D:
6025934	6027226	+	2	1.211719	I:	D:6025999,6026400,6026804,
6027270	6027416	-	3	1.275101	I:	D:
6027884	6028504	+	2	1.162999	I:	D:
6028517	6029154	+	2	1.243580	I:	D:6028833,
6029179	6031878	+	1	1.263163	I:	D:
6031879	6032223	+	1	1.271485	I:	D:
6032225	6037026	+	2	1.323542	I:6032684,6034716,	D:6033076,6033360,6034640,
6038506	6038814	+	1	1.187102	I:	D:
6038817	6039583	+	3	1.163988	I:	D:6039079,
6039598	6040042	+	1	1.285390	I:6039954,	D:
6040086	6040304	-	3	1.273852	I:	D:
6040307	6041290	-	2	1.241920	I:	D:
6041892	6042815	-	3	1.148907	I:	D:
6042909	6043771	+	3	1.175126	I:	D:6043768,
6043791	6044777	-	3	1.165621	I:	D:
6044917	6047487	+	1	1.180570	I:6046083,6046130,6046247,	D:
6047524	6048156	-	1	1.202474	I:	D:
6048622	6049599	+	1	1.145342	I:	D:
6049728	6050474	+	3	1.137883	I:	D:
6050496	6050999	+	3	1.181958	I:	D:
6051086	6051265	-	2	1.210773	I:	D:
6052344	6053723	+	3	1.333327	I:6052944,6053101,6053204,6053297,	D:6052824,
6053743	6056904	+	1	1.266324	I:	D:
6056923	6059619	+	1	1.261579	I:	D:
6059623	6062570	+	1	1.245623	I:	D:6060601,
6062577	6063278	+	3	1.225787	I:	D:
6063347	6066089	+	2	1.272889	I:6064487,	D:
6066151	6067343	+	1	1.236114	I:	D:6066840,
6067422	6068588	+	3	1.288419	I:6067832,	D:6067780,
6068779	6070893	+	1	1.182443	I:	D:
6071025	6071330	-	3	1.171542	I:	D:
6071653	6073293	+	1	1.161513	I:	D:
6073434	6074033	+	3	1.160035	I:	D:
6074256	6074870	+	3	1.170591	I:	D:
6074886	6075818	-	3	1.163463	I:	D:
6075898	6076662	-	1	1.144812	I:	D:
6076870	6082917	+	1	1.137407	I:	D:
6083324	6084052	+	2	1.160984	I:	D:
6084097	6084677	+	1	1.162722	I:	D:6084223,
6084783	6085310	+	3	1.142636	I:	D:
6085317	6086267	+	3	1.152759	I:	D:
6086386	6088797	+	1	1.160687	I:	D:
6088828	6090253	-	1	1.176357	I:6088834,	D:
6090440	6092757	-	2	1.233282	I:6090521,6091588,	D:
6093018	6094073	+	3	1.179228	I:	D:
6094079	6097260	-	2	1.165550	I:6095157,6096571,	D:
6097799	6099139	+	2	1.111217	I:	D:
6099179	6099919	+	2	1.122295	I:	D:
6099930	6100694	-	3	1.144210	I:	D:
6100849	6101605	+	1	1.220209	I:6101583,	D:
6101637	6102038	-	3	1.196015	I:	D:
6102468	6103301	+	3	1.203842	I:	D:
6103407	6104936	+	3	1.216313	I:	D:
6104962	6106104	+	1	1.221069	I:	D:
6106185	6106535	+	3	1.180047	I:	D:
6106549	6108069	-	1	1.126148	I:	D:
6108222	6108902	+	3	1.171742	I:	D:
6108991	6109433	-	1	1.233071	I:	D:6109365,
6109463	6110374	+	2	1.116147	I:	D:
6110466	6112622	-	3	1.172427	I:	D:
6112919	6113344	+	2	1.194928	I:	D:
6113928	6114791	+	3	1.159219	I:	D:
6114853	6115797	+	1	1.111122	I:	D:
6115833	6118267	+	3	1.133509	I:	D:6116612,
6118358	6118978	+	2	1.181243	I:	D:
6119137	6120719	+	1	1.185304	I:	D:6119186,
6121178	6122740	-	2	1.165373	I:	D:
6122815	6123951	-	1	1.151890	I:	D:
6124202	6130073	-	2	1.136521	I:6125731,6125740,	D:6128903,
6130240	6130863	+	1	1.184378	I:	D:
6131043	6133013	+	3	1.156529	I:	D:
6133208	6138915	+	2	1.132122	I:6134317,6137465,	D:
6138941	6139603	+	2	1.152165	I:	D:
6139613	6140989	-	2	1.111989	I:	D:
6141001	6144138	-	1	1.143834	I:	D:
6144145	6145320	-	1	1.150850	I:	D:
6145563	6147184	+	3	1.154306	I:6146198,6146234,	D:
6147416	6148918	+	2	1.155993	I:	D:
6148985	6150811	+	2	1.142951	I:	D:
6150888	6153412	+	3	1.157359	I:6153404,	D:6151852,6152678,
6153430	6154918	-	1	1.166942	I:	D:6153867,6154311,
6155357	6156487	+	2	1.256262	I:	D:
